date,open,high,low,close
2022-10-05,1726.42,1728.1,1700.15,1715.81
2022-10-04,1699.4,1729.73,1694.73,1726.24
2022-10-03,1661.3,1701.8,1659.1,1699.22
2022-09-30,1661.13,1675.57,1658.93,1659.67
2022-09-29,1659.88,1665.12,1641.05,1660.29
2022-09-28,1629.26,1663.17,1614.35,1659.44
2022-09-27,1621.99,1642.94,1621.77,1628.8
2022-09-26,1645.4,1650.02,1620.8,1621.57
2022-09-23,1671.55,1676.59,1639.59,1643.09
2022-09-22,1675.06,1685.49,1655.53,1670.53
2022-09-21,1663.67,1688.15,1654.15,1673.74
2022-09-20,1675.47,1679.34,1659.6,1663.11
2022-09-19,1675.44,1680.16,1659.67,1675.78
2022-09-16,1664.27,1680.69,1653.85,1674.94
2022-09-15,1696.06,1698.62,1660.04,1663.74
2022-09-14,1701.86,1707.49,1693.26,1695.8
2022-09-13,1724.75,1732.34,1696.7,1701.55
2022-09-12,1717.05,1735.37,1711.97,1724.07
2022-09-09,1708.84,1729.94,1708.22,1716.05
2022-09-08,1718.4,1728.8,1703.5,1707.28
2022-09-07,1701.61,1719.82,1690.9,1717.69
2022-09-06,1710.56,1727.24,1699.3,1701.15
2022-09-05,1712.99,1716.34,1707.47,1710.21
2022-09-02,1696.35,1718.31,1694.64,1711.44
2022-09-01,1711.09,1711.81,1688.35,1696.09
2022-08-31,1723.83,1726.86,1709.1,1710.7
2022-08-30,1738.36,1740.93,1720.85,1723.55
2022-08-29,1736.19,1745.63,1720.08,1737.82
2022-08-26,1758.55,1759.31,1733.83,1736.86
2022-08-25,1751.55,1765.93,1749.71,1758.44
2022-08-24,1748.55,1755.88,1742.29,1750.89
2022-08-23,1736.4,1754.28,1730.52,1747.67
2022-08-22,1747.05,1749.31,1727.51,1735.7
2022-08-19,1759.3,1759.88,1745.19,1747.83
2022-08-18,1761.63,1772.59,1755.37,1758.2
2022-08-17,1775.98,1782.63,1759.58,1761.05
2022-08-16,1779.74,1783.37,1771.33,1775.54
2022-08-15,1802.05,1802.53,1772.75,1778.91
2022-08-12,1790.06,1802.86,1784.52,1801.76
2022-08-11,1792.39,1799.4,1783.24,1789.45
2022-08-10,1794.21,1807.9,1787.32,1792.13
2022-08-09,1789.21,1800.45,1782.85,1794.08
2022-08-08,1773.57,1790.26,1770.94,1788.52
2022-08-05,1791.16,1795.29,1764.88,1774.15
2022-08-04,1765.34,1795.29,1763.0,1790.97
2022-08-03,1760.53,1772.9,1754.33,1764.9
2022-08-02,1772.23,1788.24,1759.86,1759.75
2022-08-01,1765.05,1775.22,1758.05,1771.73
2022-07-29,1755.81,1768.17,1752.19,1765.22
2022-07-28,1734.61,1757.43,1733.59,1755.11
2022-07-27,1717.41,1740.6,1711.46,1733.89
2022-07-26,1719.69,1728.36,1713.2,1717.0
2022-07-25,1728.15,1736.43,1714.57,1718.78
2022-07-22,1718.61,1739.28,1712.93,1726.46
2022-07-21,1696.73,1720.69,1680.78,1718.49
2022-07-20,1711.3,1714.94,1692.53,1696.43
2022-07-19,1709.27,1718.64,1704.96,1711.07
2022-07-18,1707.94,1724.05,1705.89,1709.01
2022-07-15,1709.81,1716.92,1698.82,1706.78
2022-07-14,1735.7,1736.94,1697.48,1709.45
2022-07-13,1726.17,1745.54,1707.38,1735.23
2022-07-12,1733.99,1743.49,1722.93,1725.81
2022-07-11,1742.86,1744.92,1731.01,1733.67
2022-07-08,1740.05,1752.5,1733.24,1741.82
2022-07-07,1738.93,1749.14,1735.95,1739.61
2022-07-06,1764.87,1773.06,1731.75,1738.3
2022-07-05,1808.74,1812.42,1763.48,1764.35
2022-07-04,1812.27,1814.36,1803.45,1809.12
2022-07-01,1807.31,1812.09,1784.1,1810.18
2022-06-30,1817.8,1825.9,1802.2,1806.89
2022-06-29,1819.95,1833.24,1812.1,1817.11
2022-06-28,1822.85,1830.09,1818.2,1819.69
2022-06-27,1838.15,1841.34,1820.4,1822.73
2022-06-24,1822.88,1832.15,1816.7,1826.18
2022-06-23,1837.87,1846.19,1821.88,1822.43
2022-06-22,1832.96,1848.44,1823.23,1837.39
2022-06-21,1838.37,1844.15,1828.29,1832.56
2022-06-20,1840.4,1846.42,1834.49,1838.29
2022-06-17,1857.34,1858.29,1833.72,1839.35
2022-06-16,1833.99,1857.91,1815.95,1856.71
2022-06-15,1808.35,1841.74,1807.24,1833.38
2022-06-14,1819.1,1832.19,1804.65,1808.1
2022-06-13,1875.8,1877.38,1818.9,1818.77
2022-06-10,1848.09,1876.47,1825.02,1870.96
2022-06-09,1853.53,1855.52,1839.6,1847.61
2022-06-08,1852.51,1859.9,1844.35,1853.26
2022-06-07,1841.6,1855.86,1836.73,1851.97
2022-06-06,1850.29,1858.15,1840.5,1841.0
2022-06-03,1868.53,1874.3,1847.02,1850.77
2022-06-02,1846.44,1870.69,1843.76,1868.13
2022-06-01,1837.37,1850.4,1828.28,1845.55
2022-05-31,1856.4,1857.69,1834.9,1837.09
2022-05-30,1852.19,1864.34,1847.92,1856.21
2022-05-27,1850.48,1862.3,1847.76,1852.73
2022-05-26,1853.48,1854.71,1841.14,1850.02
2022-05-25,1865.09,1868.4,1842.94,1852.83
2022-05-24,1853.59,1869.99,1849.06,1865.9
2022-05-23,1846.53,1865.65,1844.08,1853.22
2022-05-20,1842.12,1849.59,1832.35,1845.68
2022-05-19,1816.6,1849.46,1810.55,1841.72
2022-05-18,1815.2,1825.02,1807.3,1815.61
2022-05-17,1824.18,1836.55,1812.68,1814.67
2022-05-16,1811.05,1827.23,1786.95,1823.79
2022-05-13,1822.48,1829.06,1799.24,1811.15
2022-05-12,1852.58,1859.3,1820.93,1821.72
2022-05-11,1838.41,1857.99,1831.83,1852.12
2022-05-10,1853.74,1865.76,1835.46,1838.14
2022-05-09,1883.8,1885.95,1851.36,1853.92
2022-05-06,1877.3,1892.93,1865.84,1882.96
2022-05-05,1881.47,1910.03,1872.48,1876.84
2022-05-04,1868.04,1889.74,1861.17,1880.92
2022-05-03,1863.05,1878.19,1850.33,1867.79
2022-05-02,1896.09,1900.1,1854.74,1862.77
2022-04-29,1894.43,1919.97,1892.25,1896.4
2022-04-28,1886.14,1897.32,1872.19,1894.34
2022-04-27,1905.45,1907.25,1881.39,1886.12
2022-04-26,1897.95,1911.5,1895.38,1905.56
2022-04-25,1931.09,1934.71,1891.05,1897.69
2022-04-22,1951.49,1955.93,1926.52,1929.73
2022-04-21,1957.84,1958.0,1936.79,1951.49
2022-04-20,1950.34,1958.57,1939.16,1957.41
2022-04-19,1979.19,1982.31,1943.8,1949.84
2022-04-18,1972.84,1998.6,1971.05,1978.5
2022-04-15,1974.28,1975.69,1973.05,1974.54
2022-04-14,1977.78,1980.81,1960.9,1973.52
2022-04-13,1967.21,1981.82,1962.59,1977.72
2022-04-12,1953.99,1978.63,1949.48,1966.59
2022-04-11,1947.15,1969.41,1940.05,1953.43
2022-04-08,1931.92,1948.46,1927.38,1945.85
2022-04-07,1925.32,1938.07,1920.27,1932.17
2022-04-06,1923.69,1933.65,1915.24,1925.48
2022-04-05,1933.38,1944.73,1917.74,1923.76
2022-04-04,1924.94,1937.05,1915.55,1932.44
2022-04-01,1937.51,1939.99,1917.56,1924.3
2022-03-31,1932.8,1949.92,1918.98,1937.23
2022-03-30,1920.07,1938.53,1915.74,1933.06
2022-03-29,1922.95,1929.41,1890.03,1919.19
2022-03-28,1958.75,1959.36,1916.83,1923.2
2022-03-25,1957.49,1964.49,1943.55,1957.4
2022-03-24,1944.88,1966.19,1937.18,1957.48
2022-03-23,1922.35,1948.55,1915.32,1943.38
2022-03-22,1935.86,1938.59,1910.89,1921.44
2022-03-21,1922.24,1940.69,1918.01,1935.95
2022-03-18,1942.9,1945.51,1917.93,1921.09
2022-03-17,1927.56,1950.1,1923.4,1942.64
2022-03-16,1918.1,1929.87,1895.22,1927.93
2022-03-15,1951.02,1954.95,1906.73,1917.84
2022-03-14,1985.49,1990.33,1949.87,1951.11
2022-03-11,1996.15,1999.22,1958.8,1985.29
2022-03-10,1991.94,2009.57,1970.66,1995.86
2022-03-09,2052.75,2059.25,1976.3,1991.49
2022-03-08,1998.3,2070.29,1981.0,2052.41
2022-03-07,1977.09,2002.9,1960.76,1998.11
2022-03-04,1935.65,1970.8,1929.78,1968.45
2022-03-03,1926.49,1941.47,1921.73,1935.21
2022-03-02,1943.69,1948.18,1913.82,1926.11
2022-03-01,1908.19,1950.45,1900.93,1943.22
2022-02-28,1920.86,1929.36,1890.59,1907.9
2022-02-25,1903.55,1921.54,1883.1,1887.56
2022-02-24,1907.99,1974.48,1879.05,1903.14
2022-02-23,1898.44,1911.0,1889.23,1907.55
2022-02-22,1905.89,1914.44,1891.16,1898.13
2022-02-21,1900.4,1908.38,1887.19,1905.63
2022-02-18,1897.94,1902.84,1886.16,1897.87
2022-02-17,1868.84,1901.57,1867.18,1897.27
2022-02-16,1853.4,1873.16,1849.94,1868.37
2022-02-15,1870.94,1879.89,1844.27,1853.06
2022-02-14,1861.55,1874.41,1850.45,1870.29
2022-02-11,1827.25,1865.63,1820.79,1859.96
2022-02-10,1832.94,1842.35,1821.46,1826.57
2022-02-09,1826.05,1836.35,1824.5,1832.43
2022-02-08,1820.59,1829.09,1815.06,1825.48
2022-02-07,1806.99,1824.06,1806.94,1820.31
2022-02-04,1804.8,1815.44,1790.94,1807.49
2022-02-03,1807.19,1809.22,1788.39,1804.4
2022-02-02,1800.94,1811.53,1794.11,1806.5
2022-02-01,1796.72,1809.16,1795.13,1800.65
2022-01-31,1791.19,1800.23,1785.03,1796.47
2022-01-28,1796.94,1799.82,1779.88,1791.03
2022-01-27,1818.44,1822.51,1790.98,1796.51
2022-01-26,1847.99,1850.44,1814.9,1818.12
2022-01-25,1843.34,1853.98,1834.64,1847.56
2022-01-24,1834.49,1844.53,1829.09,1843.06
2022-01-21,1838.65,1843.53,1828.04,1833.24
2022-01-20,1840.3,1848.36,1835.67,1838.36
2022-01-19,1813.69,1843.72,1809.97,1839.96
2022-01-18,1819.77,1823.01,1805.53,1813.54
2022-01-17,1817.9,1823.72,1812.67,1818.99
2022-01-14,1822.55,1829.66,1814.13,1817.22
2022-01-13,1825.94,1828.38,1811.83,1822.09
2022-01-12,1822.49,1828.33,1814.2,1825.32
2022-01-11,1801.69,1823.35,1800.09,1822.01
2022-01-10,1795.41,1802.57,1790.43,1801.41
2022-01-07,1789.55,1799.2,1782.63,1795.63
2022-01-06,1809.94,1811.89,1786.03,1788.68
2022-01-05,1814.9,1829.82,1807.97,1809.53
2022-01-04,1801.34,1816.83,1798.44,1814.56
2022-01-03,1830.14,1832.06,1797.93,1800.85
2021-12-31,1815.44,1830.58,1814.15,1828.39
2021-12-30,1803.99,1817.44,1795.78,1815.01
2021-12-29,1805.59,1808.16,1788.94,1803.66
2021-12-28,1811.84,1820.7,1804.38,1805.37
2021-12-27,1808.19,1813.74,1802.89,1810.9
2021-12-24,1808.19,1812.7,1801.61,1808.11
2021-12-23,1803.69,1811.02,1798.88,1807.91
2021-12-22,1788.94,1805.13,1785.41,1803.4
2021-12-21,1789.74,1800.85,1784.58,1788.36
2021-12-20,1799.4,1804.32,1787.98,1789.32
2021-12-17,1799.55,1814.63,1795.67,1797.68
2021-12-16,1777.4,1799.53,1775.43,1799.03
2021-12-15,1770.49,1781.04,1753.84,1777.06
2021-12-14,1787.19,1789.74,1766.31,1770.18
2021-12-13,1782.94,1791.78,1781.51,1786.94
2021-12-10,1774.94,1789.47,1769.43,1782.51
2021-12-09,1782.49,1788.05,1772.8,1774.46
2021-12-08,1784.4,1793.6,1779.45,1782.06
2021-12-07,1778.08,1788.02,1771.93,1784.04
2021-12-06,1784.79,1787.87,1775.91,1778.11
2021-12-03,1768.84,1786.44,1765.63,1783.74
2021-12-02,1783.05,1783.58,1761.68,1768.64
2021-12-01,1774.15,1794.8,1771.96,1782.66
2021-11-30,1785.34,1809.38,1769.43,1773.78
2021-11-29,1790.05,1799.8,1781.23,1785.01
2021-11-26,1788.7,1815.78,1780.79,1791.81
2021-11-25,1789.49,1795.65,1785.85,1788.45
2021-11-24,1790.34,1797.01,1778.44,1788.5
2021-11-23,1805.65,1812.5,1781.63,1789.73
2021-11-22,1846.74,1849.49,1801.95,1805.04
2021-11-19,1858.9,1865.76,1842.98,1844.6
2021-11-18,1866.97,1871.29,1854.94,1858.46
2021-11-17,1850.34,1868.32,1849.38,1866.96
2021-11-16,1862.94,1877.4,1849.16,1849.91
2021-11-15,1868.15,1870.57,1855.73,1862.46
2021-11-12,1861.99,1868.69,1844.78,1864.04
2021-11-11,1849.69,1866.35,1842.66,1861.52
2021-11-10,1831.9,1868.7,1821.6,1849.57
2021-11-09,1824.74,1833.08,1817.7,1831.48
2021-11-08,1818.44,1826.93,1812.08,1824.26
2021-11-05,1792.14,1818.61,1785.17,1816.73
2021-11-04,1769.98,1799.26,1769.13,1791.7
2021-11-03,1787.71,1788.42,1758.45,1769.52
2021-11-02,1793.61,1796.91,1785.78,1787.28
2021-11-01,1783.24,1796.2,1778.89,1793.05
2021-10-29,1799.03,1801.49,1771.7,1782.81
2021-10-28,1796.78,1810.49,1792.34,1798.62
2021-10-27,1793.04,1799.38,1782.83,1796.69
2021-10-26,1807.9,1808.5,1781.98,1792.63
2021-10-25,1794.0,1810.18,1791.95,1807.47
2021-10-22,1782.89,1814.22,1782.46,1792.48
2021-10-21,1782.1,1789.61,1776.07,1782.76
2021-10-20,1769.28,1788.68,1766.5,1781.83
2021-10-19,1764.99,1785.53,1762.48,1768.87
2021-10-18,1767.74,1772.3,1759.68,1764.6
2021-10-15,1795.81,1796.89,1764.48,1767.26
2021-10-14,1792.75,1800.91,1786.22,1795.56
2021-10-13,1760.05,1796.31,1757.89,1792.65
2021-10-12,1754.12,1769.78,1750.47,1759.93
2021-10-11,1757.34,1761.36,1749.68,1753.86
2021-10-08,1755.89,1781.6,1753.03,1756.67
2021-10-07,1762.74,1767.45,1751.38,1755.29
2021-10-06,1760.45,1765.78,1745.45,1762.48
2021-10-05,1769.75,1771.03,1748.56,1759.96
2021-10-04,1762.15,1771.06,1747.23,1769.51
2021-10-01,1756.91,1764.4,1749.36,1760.36
2021-09-30,1726.4,1764.53,1721.67,1756.66
2021-09-29,1733.97,1746.11,1721.07,1726.11
2021-09-28,1750.45,1754.8,1727.18,1733.68
2021-09-27,1751.24,1761.29,1744.19,1749.85
2021-09-24,1742.82,1758.08,1739.6,1749.86
2021-09-23,1768.4,1776.6,1737.84,1742.57
2021-09-22,1774.51,1787.51,1764.84,1767.91
2021-09-21,1764.19,1782.07,1757.61,1774.25
2021-09-20,1754.3,1767.31,1742.24,1763.88
2021-09-17,1753.67,1768.22,1747.07,1754.16
2021-09-16,1794.34,1796.71,1745.04,1753.39
2021-09-15,1804.53,1807.3,1790.28,1792.59
2021-09-14,1793.77,1808.99,1781.89,1804.27
2021-09-13,1788.55,1798.66,1783.73,1793.49
2021-09-10,1794.61,1804.15,1786.53,1787.34
2021-09-09,1789.19,1801.19,1783.83,1794.69
2021-09-08,1794.41,1802.6,1781.98,1788.93
2021-09-07,1823.27,1827.39,1792.33,1794.13
2021-09-06,1828.66,1830.6,1820.58,1823.1
2021-09-03,1809.98,1834.55,1808.53,1826.19
2021-09-02,1813.92,1817.53,1804.48,1809.4
2021-09-01,1813.57,1820.21,1808.18,1813.66
2021-08-31,1810.26,1819.43,1801.47,1813.43
2021-08-30,1817.55,1823.38,1807.28,1810.17
2021-08-27,1792.6,1819.38,1787.66,1816.67
2021-08-26,1791.09,1798.61,1779.48,1792.16
2021-08-25,1802.86,1803.57,1782.45,1790.68
2021-08-24,1805.61,1810.03,1799.73,1802.61
2021-08-23,1780.55,1806.92,1776.03,1805.2
2021-08-20,1780.44,1788.85,1777.96,1780.87
2021-08-19,1788.05,1792.56,1774.2,1780.18
2021-08-18,1786.21,1794.31,1777.31,1787.59
2021-08-17,1787.51,1795.77,1780.28,1785.96
2021-08-16,1778.44,1789.51,1770.38,1787.24
2021-08-13,1752.72,1780.53,1751.27,1779.15
2021-08-12,1751.66,1758.62,1741.29,1752.44
2021-08-11,1729.01,1754.63,1723.54,1751.56
2021-08-10,1729.74,1738.49,1717.17,1728.71
2021-08-09,1763.34,1764.65,1684.77,1729.46
2021-08-06,1804.28,1804.93,1758.33,1762.69
2021-08-05,1811.69,1815.45,1797.74,1804.01
2021-08-04,1810.6,1832.1,1806.54,1811.41
2021-08-03,1813.64,1815.18,1806.73,1809.94
2021-08-02,1814.34,1819.94,1805.12,1813.39
2021-07-30,1828.21,1831.63,1809.48,1813.58
2021-07-29,1807.15,1833.05,1806.29,1827.95
2021-07-28,1799.0,1809.9,1792.6,1806.88
2021-07-27,1797.53,1805.6,1792.83,1798.73
2021-07-26,1802.65,1811.97,1795.68,1797.27
2021-07-23,1806.95,1810.56,1790.45,1801.34
2021-07-22,1803.58,1808.34,1792.11,1806.69
2021-07-21,1810.32,1814.02,1794.18,1803.31
2021-07-20,1812.61,1825.27,1805.06,1810.03
2021-07-19,1811.65,1817.56,1794.66,1812.34
2021-07-16,1829.45,1832.2,1808.65,1810.89
2021-07-15,1827.35,1833.99,1820.07,1829.19
2021-07-14,1807.72,1830.32,1804.21,1827.06
2021-07-13,1806.17,1817.51,1798.54,1807.44
2021-07-12,1807.94,1811.04,1791.21,1805.88
2021-07-09,1802.89,1812.71,1796.09,1807.98
2021-07-08,1803.67,1818.7,1794.28,1802.56
2021-07-07,1796.96,1810.13,1793.64,1803.41
2021-07-06,1791.88,1815.34,1789.91,1796.69
2021-07-05,1787.69,1795.69,1784.09,1791.61
2021-07-02,1776.83,1795.4,1773.73,1786.79
2021-07-01,1770.06,1783.07,1765.47,1776.6
2021-06-30,1761.35,1774.72,1752.78,1769.8
2021-06-29,1778.44,1779.24,1750.11,1761.09
2021-06-28,1781.24,1785.9,1770.69,1778.18
2021-06-25,1775.46,1790.6,1773.27,1780.34
2021-06-24,1779.01,1788.56,1772.67,1775.18
2021-06-23,1778.8,1795.18,1773.13,1778.73
2021-06-22,1783.23,1790.42,1771.99,1778.51
2021-06-21,1764.44,1786.75,1764.44,1782.95
2021-06-18,1772.73,1797.24,1761.04,1763.34
2021-06-17,1812.18,1825.58,1766.88,1773.31
2021-06-16,1858.96,1862.43,1804.19,1811.95
2021-06-15,1866.26,1869.67,1851.28,1858.69
2021-06-14,1874.59,1878.21,1844.57,1865.99
2021-06-11,1898.42,1903.3,1874.07,1876.64
2021-06-10,1888.57,1900.09,1869.84,1898.14
2021-06-09,1893.49,1899.4,1886.58,1888.3
2021-06-08,1898.99,1903.95,1883.38,1892.82
2021-06-07,1888.49,1900.41,1880.88,1899.0
2021-06-04,1871.32,1896.6,1856.09,1889.97
2021-06-03,1908.09,1909.89,1865.11,1870.57
2021-06-02,1900.05,1909.34,1894.05,1907.94
2021-06-01,1907.53,1916.84,1892.28,1900.19
2021-05-31,1903.69,1911.13,1901.56,1906.36
2021-05-28,1897.05,1905.9,1881.84,1902.64
2021-05-27,1896.49,1903.87,1888.22,1896.08
2021-05-26,1899.49,1913.15,1890.34,1896.44
2021-05-25,1880.69,1900.63,1872.73,1899.26
2021-05-24,1882.34,1887.44,1875.19,1881.07
2021-05-21,1876.84,1889.85,1870.01,1880.3
2021-05-20,1869.74,1884.12,1863.53,1876.69
2021-05-19,1869.59,1890.15,1851.94,1869.57
2021-05-18,1866.59,1875.4,1862.94,1868.22
2021-05-17,1843.84,1868.8,1841.24,1866.13
2021-05-14,1826.49,1845.55,1819.79,1842.19
2021-05-13,1815.9,1828.81,1808.78,1826.57
2021-05-12,1837.4,1843.69,1813.0,1815.44
2021-05-11,1834.58,1842.32,1817.68,1836.94
2021-05-10,1833.24,1845.53,1830.09,1835.44
2021-05-07,1815.48,1843.45,1812.9,1830.48
2021-05-06,1787.09,1818.21,1781.67,1815.18
2021-05-05,1778.91,1788.35,1769.95,1786.44
2021-05-04,1792.29,1799.38,1770.84,1778.48
2021-05-03,1768.49,1798.22,1765.91,1792.36
2021-04-30,1772.9,1773.98,1763.73,1768.59
2021-04-29,1780.9,1790.43,1756.19,1771.24
2021-04-28,1776.8,1782.85,1762.56,1781.32
2021-04-27,1780.42,1785.9,1773.52,1776.69
2021-04-26,1776.34,1783.69,1768.7,1780.19
2021-04-23,1784.33,1796.06,1770.05,1777.18
2021-04-22,1794.15,1798.29,1776.83,1783.94
2021-04-21,1778.64,1797.98,1775.95,1793.46
2021-04-20,1770.3,1780.77,1763.18,1777.25
2021-04-19,1779.5,1790.54,1765.98,1769.31
2021-04-16,1763.84,1784.07,1759.79,1776.31
2021-04-15,1737.1,1769.91,1734.1,1763.21
2021-04-14,1744.3,1749.58,1732.13,1736.0
2021-04-13,1732.59,1749.23,1723.27,1743.83
2021-04-12,1743.8,1745.36,1727.18,1732.51
2021-04-09,1756.54,1757.47,1731.09,1743.1
2021-04-08,1737.84,1759.13,1732.99,1755.94
2021-04-07,1742.96,1744.57,1730.13,1737.28
2021-04-06,1728.49,1745.68,1726.82,1743.57
2021-04-05,1728.74,1733.75,1721.22,1728.44
2021-04-02,1730.47,1732.55,1728.67,1728.84
2021-04-01,1708.09,1730.8,1705.42,1730.18
2021-03-31,1685.59,1715.28,1677.93,1707.01
2021-03-30,1712.55,1714.74,1678.85,1684.8
2021-03-29,1732.15,1733.34,1705.58,1711.99
2021-03-26,1727.3,1737.01,1721.23,1731.97
2021-03-25,1735.65,1745.95,1721.84,1726.82
2021-03-24,1727.8,1738.56,1723.85,1734.19
2021-03-23,1739.05,1742.85,1724.42,1727.11
2021-03-22,1745.74,1747.18,1727.4,1738.69
2021-03-19,1735.9,1746.88,1728.04,1744.74
2021-03-18,1745.09,1755.59,1719.05,1736.41
2021-03-17,1730.61,1751.81,1724.14,1744.44
2021-03-16,1730.57,1741.4,1725.8,1730.94
2021-03-15,1727.74,1734.99,1721.31,1731.84
2021-03-12,1721.59,1728.42,1698.85,1726.41
2021-03-11,1726.55,1739.99,1719.38,1721.41
2021-03-10,1715.94,1726.76,1707.99,1726.05
2021-03-09,1682.55,1720.83,1679.8,1715.36
2021-03-08,1702.8,1714.45,1676.7,1681.24
2021-03-05,1698.59,1707.76,1687.12,1700.86
2021-03-04,1711.84,1723.34,1690.64,1697.19
2021-03-03,1738.59,1740.85,1701.94,1710.95
2021-03-02,1724.1,1738.89,1707.18,1738.09
2021-03-01,1733.4,1760.02,1719.52,1723.84
2021-02-26,1770.49,1776.1,1717.26,1733.49
2021-02-25,1804.8,1806.06,1765.44,1769.88
2021-02-24,1805.34,1813.99,1783.3,1804.36
2021-02-23,1809.09,1816.27,1795.78,1805.06
2021-02-22,1782.24,1812.76,1780.46,1808.66
2021-02-19,1776.19,1791.7,1760.13,1782.31
2021-02-18,1776.69,1789.88,1767.98,1775.49
2021-02-17,1794.65,1795.45,1769.27,1776.26
2021-02-16,1819.34,1826.75,1789.19,1794.31
2021-02-15,1825.34,1827.59,1815.71,1818.51
2021-02-12,1825.9,1830.8,1810.33,1823.46
2021-02-11,1842.65,1847.95,1820.63,1825.36
2021-02-10,1837.55,1855.7,1833.91,1842.22
2021-02-09,1830.59,1849.15,1828.63,1837.06
2021-02-08,1815.44,1839.15,1807.48,1830.16
2021-02-05,1792.49,1815.32,1791.8,1811.62
2021-02-04,1834.34,1835.13,1785.15,1792.26
2021-02-03,1837.49,1845.29,1829.49,1833.76
2021-02-02,1860.84,1864.26,1829.46,1837.35
2021-02-01,1863.05,1871.84,1849.04,1860.16
2021-01-29,1840.9,1876.03,1839.56,1846.09
2021-01-28,1844.34,1864.26,1833.81,1840.36
2021-01-27,1850.65,1853.58,1831.29,1843.99
2021-01-26,1855.55,1861.86,1848.36,1850.31
2021-01-25,1855.75,1868.45,1847.3,1854.99
2021-01-22,1870.09,1871.17,1837.09,1852.55
2021-01-21,1871.07,1875.45,1858.16,1869.91
2021-01-20,1840.05,1872.03,1832.46,1870.91
2021-01-19,1838.09,1845.98,1833.06,1839.34
2021-01-18,1828.94,1840.95,1810.46,1836.89
2021-01-15,1846.8,1856.85,1823.21,1826.59
2021-01-14,1843.94,1857.59,1833.21,1846.37
2021-01-13,1856.19,1863.26,1843.34,1843.41
2021-01-12,1845.34,1864.08,1837.41,1855.63
2021-01-11,1849.34,1857.05,1817.14,1844.66
2021-01-08,1912.9,1917.85,1828.74,1848.26
2021-01-07,1919.4,1927.97,1906.86,1912.5
2021-01-06,1950.3,1959.6,1901.11,1918.81
2021-01-05,1942.65,1953.17,1934.08,1949.35
2021-01-04,1906.05,1944.65,1905.36,1942.28
2021-01-01,1897.69,1899.12,1897.39,1898.1
2020-12-31,1893.55,1901.26,1884.77,1896.49
2020-12-30,1878.34,1894.06,1875.66,1893.37
2020-12-29,1872.24,1886.91,1870.99,1877.99
2020-12-28,1885.93,1900.53,1869.21,1871.19
2020-12-25,1877.07,1877.07,1877.07,1875.82
2020-12-24,1872.74,1882.55,1869.52,1876.56
2020-12-23,1859.99,1878.59,1858.59,1872.08
2020-12-22,1876.65,1884.61,1858.73,1859.56
2020-12-21,1883.2,1906.93,1856.69,1876.21
2020-12-18,1885.8,1889.88,1876.97,1880.66
2020-12-17,1864.26,1896.26,1861.83,1885.87
2020-12-16,1853.94,1866.2,1844.75,1864.15
2020-12-15,1827.8,1855.76,1825.29,1853.46
2020-12-14,1839.3,1839.86,1819.92,1827.17
2020-12-11,1835.55,1847.89,1824.23,1839.03
2020-12-10,1839.59,1850.4,1828.48,1835.31
2020-12-09,1871.19,1871.37,1825.71,1839.11
2020-12-08,1863.55,1875.79,1859.83,1871.36
2020-12-07,1837.99,1868.76,1822.99,1863.69
2020-12-04,1841.05,1848.26,1829.3,1837.61
2020-12-03,1831.34,1844.45,1823.6,1840.36
2020-12-02,1815.19,1832.65,1806.99,1831.01
2020-12-01,1777.4,1817.55,1775.52,1814.87
2020-11-30,1789.05,1789.99,1764.69,1777.02
2020-11-27,1811.09,1813.81,1773.93,1788.13
2020-11-26,1805.74,1818.78,1805.31,1810.57
2020-11-25,1807.69,1817.98,1801.33,1805.3
2020-11-24,1836.65,1839.26,1800.69,1807.51
2020-11-23,1869.84,1876.72,1830.85,1835.85
2020-11-20,1867.59,1879.98,1860.66,1870.49
2020-11-19,1871.44,1874.34,1852.48,1867.37
2020-11-18,1878.6,1884.92,1863.94,1871.41
2020-11-17,1889.15,1893.9,1877.69,1878.6
2020-11-16,1888.74,1899.35,1864.74,1888.52
2020-11-13,1876.44,1897.16,1873.76,1888.04
2020-11-12,1865.3,1883.88,1862.46,1875.76
2020-11-11,1877.34,1884.93,1856.05,1864.71
2020-11-10,1862.15,1890.6,1860.3,1876.5
2020-11-09,1954.65,1965.92,1850.36,1861.86
2020-11-06,1949.24,1960.77,1935.4,1951.51
2020-11-05,1903.65,1952.95,1902.43,1948.56
2020-11-04,1908.59,1916.68,1883.15,1903.21
2020-11-03,1895.8,1910.71,1886.81,1908.36
2020-11-02,1878.59,1896.12,1873.21,1895.1
2020-10-30,1868.24,1889.85,1864.64,1877.95
2020-10-29,1876.94,1885.42,1859.67,1867.13
2020-10-28,1908.05,1911.03,1869.59,1877.06
2020-10-27,1902.19,1911.34,1897.47,1906.83
2020-10-26,1902.34,1908.55,1890.9,1901.69
2020-10-23,1904.24,1914.3,1894.54,1900.79
2020-10-22,1924.34,1926.0,1894.8,1904.04
2020-10-21,1908.65,1931.41,1907.94,1924.49
2020-10-20,1904.24,1914.2,1894.74,1906.39
2020-10-19,1899.94,1918.59,1897.09,1904.27
2020-10-16,1907.95,1914.06,1897.59,1898.97
2020-10-15,1900.31,1909.22,1889.46,1907.82
2020-10-14,1891.9,1913.03,1882.44,1900.89
2020-10-13,1922.42,1925.73,1886.59,1890.82
2020-10-12,1930.5,1933.45,1918.19,1921.95
